,Date&Time,LocalPressure[hPa],QualityInfrom,HomogeneousNumber
70,2010/1/3 23:00:00,1007.2,8,1
71,2010/1/4 00:00:00,1007.1,8,1
72,2010/1/4 1:00:00,1007.6,8,1
73,2010/1/4 2:00:00,1008.1,8,1
74,2010/1/4 3:00:00,1007.9,8,1
75,2010/1/4 4:00:00,1008.5,8,1
76,2010/1/4 5:00:00,1008.5,8,1
77,2010/1/4 6:00:00,1009.6,8,1
78,2010/1/4 7:00:00,1010.2,8,1
79,2010/1/4 8:00:00,1010.4,8,1
80,2010/1/4 9:00:00,1011.0,8,1
81,2010/1/4 10:00:00,1011.2,8,1
82,2010/1/4 11:00:00,1010.2,8,1
83,2010/1/4 12:00:00,1009.6,8,1
84,2010/1/4 13:00:00,1009.0,8,1
85,2010/1/4 14:00:00,1008.8,8,1
86,2010/1/4 15:00:00,1009.0,8,1
87,2010/1/4 16:00:00,1009.0,8,1
88,2010/1/4 17:00:00,1008.7,8,1
89,2010/1/4 18:00:00,1008.8,8,1
90,2010/1/4 19:00:00,1008.3,8,1
91,2010/1/4 20:00:00,1007.6,8,1
92,2010/1/4 21:00:00,1007.5,8,1
93,2010/1/4 22:00:00,1006.2,8,1
94,2010/1/4 23:00:00,1004.8,8,1
95,2010/1/5 00:00:00,1003.0,8,1
96,2010/1/5 1:00:00,1002.3,8,1
97,2010/1/5 2:00:00,1001.9,8,1
98,2010/1/5 3:00:00,998.8,8,1
99,2010/1/5 4:00:00,998.3,8,1
100,2010/1/5 5:00:00,997.3,8,1
101,2010/1/5 6:00:00,996.5,8,1
102,2010/1/5 7:00:00,995.9,8,1
103,2010/1/5 8:00:00,995.7,8,1
104,2010/1/5 9:00:00,995.9,8,1
105,2010/1/5 10:00:00,996.1,8,1
106,2010/1/5 11:00:00,995.7,8,1
107,2010/1/5 12:00:00,995.5,8,1
108,2010/1/5 13:00:00,995.6,8,1
109,2010/1/5 14:00:00,995.9,8,1
110,2010/1/5 15:00:00,997.0,8,1
111,2010/1/5 16:00:00,998.4,8,1
112,2010/1/5 17:00:00,999.6,8,1
113,2010/1/5 18:00:00,1000.6,8,1
114,2010/1/5 19:00:00,1001.5,8,1
115,2010/1/5 20:00:00,1001.9,8,1
116,2010/1/5 21:00:00,1002.2,8,1
117,2010/1/5 22:00:00,1002.3,8,1
118,2010/1/5 23:00:00,1002.6,8,1
119,2010/1/6 00:00:00,1002.3,8,1
120,2010/1/6 1:00:00,1002.6,8,1
121,2010/1/6 2:00:00,1002.8,8,1
122,2010/1/6 3:00:00,1003.0,8,1
123,2010/1/6 4:00:00,1002.8,8,1
124,2010/1/6 5:00:00,1002.7,8,1
125,2010/1/6 6:00:00,1003.2,8,1
126,2010/1/6 7:00:00,1003.4,8,1
127,2010/1/6 8:00:00,1003.5,8,1
128,2010/1/6 9:00:00,1003.4,8,1
129,2010/1/6 10:00:00,1002.9,8,1
130,2010/1/6 11:00:00,1002.0,8,1
131,2010/1/6 12:00:00,1000.7,8,1
132,2010/1/6 13:00:00,1000.0,8,1
133,2010/1/6 14:00:00,999.5,8,1
134,2010/1/6 15:00:00,999.6,8,1
135,2010/1/6 16:00:00,1000.0,8,1
136,2010/1/6 17:00:00,1000.7,8,1
137,2010/1/6 18:00:00,1001.0,8,1
138,2010/1/6 19:00:00,1001.2,8,1
139,2010/1/6 20:00:00,1001.3,8,1
140,2010/1/6 21:00:00,1001.3,8,1
141,2010/1/6 22:00:00,1000.9,8,1
142,2010/1/6 23:00:00,1000.0,8,1
143,2010/1/7 00:00:00,999.8,8,1
144,2010/1/7 1:00:00,999.4,8,1
145,2010/1/7 2:00:00,999.4,8,1
146,2010/1/7 3:00:00,999.1,8,1
147,2010/1/7 4:00:00,998.9,8,1
148,2010/1/7 5:00:00,998.9,8,1
149,2010/1/7 6:00:00,999.4,8,1
150,2010/1/7 7:00:00,999.8,8,1
151,2010/1/7 8:00:00,1000.6,8,1
152,2010/1/7 9:00:00,1001.3,8,1
153,2010/1/7 10:00:00,1001.4,8,1
154,2010/1/7 11:00:00,1000.8,8,1
155,2010/1/7 12:00:00,1000.1,8,1
156,2010/1/7 13:00:00,999.9,8,1
157,2010/1/7 14:00:00,1000.2,8,1
158,2010/1/7 15:00:00,1000.8,8,1
159,2010/1/7 16:00:00,1001.2,8,1
160,2010/1/7 17:00:00,1001.8,8,1
161,2010/1/7 18:00:00,1002.6,8,1
162,2010/1/7 19:00:00,1003.4,8,1
163,2010/1/7 20:00:00,1004.3,8,1
164,2010/1/7 21:00:00,1004.9,8,1
165,2010/1/7 22:00:00,1005.0,8,1
166,2010/1/7 23:00:00,1005.1,8,1
167,2010/1/8 00:00:00,1005.1,8,1
168,2010/1/8 1:00:00,1005.3,8,1
169,2010/1/8 2:00:00,1005.6,8,1
170,2010/1/8 3:00:00,1005.4,8,1
171,2010/1/8 4:00:00,1005.3,8,1
172,2010/1/8 5:00:00,1005.8,8,1
173,2010/1/8 6:00:00,1006.5,8,1
174,2010/1/8 7:00:00,1007.6,8,1
175,2010/1/8 8:00:00,1008.5,8,1
176,2010/1/8 9:00:00,1009.2,8,1
177,2010/1/8 10:00:00,1009.3,8,1
178,2010/1/8 11:00:00,1009.1,8,1
179,2010/1/8 12:00:00,1008.2,8,1
180,2010/1/8 13:00:00,1008.0,8,1
181,2010/1/8 14:00:00,1007.6,8,1
182,2010/1/8 15:00:00,1007.9,8,1
183,2010/1/8 16:00:00,1008.3,8,1
184,2010/1/8 17:00:00,1008.7,8,1
185,2010/1/8 18:00:00,1009.2,8,1
186,2010/1/8 19:00:00,1009.8,8,1
187,2010/1/8 20:00:00,1009.8,8,1
188,2010/1/8 21:00:00,1010.0,8,1
189,2010/1/8 22:00:00,1010.4,8,1
190,2010/1/8 23:00:00,1010.7,8,1
191,2010/1/9 00:00:00,1011.0,8,1
192,2010/1/9 1:00:00,1011.2,8,1
193,2010/1/9 2:00:00,1011.2,8,1
194,2010/1/9 3:00:00,1011.4,8,1
195,2010/1/9 4:00:00,1011.1,8,1
196,2010/1/9 5:00:00,1011.6,8,1
197,2010/1/9 6:00:00,1012.4,8,1
198,2010/1/9 7:00:00,1012.9,8,1
199,2010/1/9 8:00:00,1013.4,8,1
200,2010/1/9 9:00:00,1013.9,8,1
201,2010/1/9 10:00:00,1013.8,8,1
202,2010/1/9 11:00:00,1013.0,8,1
203,2010/1/9 12:00:00,1012.2,8,1
204,2010/1/9 13:00:00,1011.7,8,1
205,2010/1/9 14:00:00,1011.7,8,1
206,2010/1/9 15:00:00,1011.9,8,1
207,2010/1/9 16:00:00,1012.1,8,1
208,2010/1/9 17:00:00,1012.5,8,1
209,2010/1/9 18:00:00,1013.2,8,1
210,2010/1/9 19:00:00,1013.7,8,1
211,2010/1/9 20:00:00,1014.0,8,1
212,2010/1/9 21:00:00,1013.9,8,1
213,2010/1/9 22:00:00,1013.8,8,1
214,2010/1/9 23:00:00,1013.4,8,1
215,2010/1/10 00:00:00,1012.8,8,1
216,2010/1/10 1:00:00,1012.6,8,1
217,2010/1/10 2:00:00,1012.5,8,1
218,2010/1/10 3:00:00,1012.0,8,1
219,2010/1/10 4:00:00,1011.7,8,1
220,2010/1/10 5:00:00,1011.8,8,1
221,2010/1/10 6:00:00,1011.9,8,1
222,2010/1/10 7:00:00,1012.5,8,1
223,2010/1/10 8:00:00,1013.2,8,1
224,2010/1/10 9:00:00,1013.9,8,1
225,2010/1/10 10:00:00,1014.3,8,1
226,2010/1/10 11:00:00,1013.7,8,1
227,2010/1/10 12:00:00,1013.1,8,1
228,2010/1/10 13:00:00,1012.5,8,1
229,2010/1/10 14:00:00,1012.5,8,1
230,2010/1/10 15:00:00,1013.0,8,1
231,2010/1/10 16:00:00,1013.7,8,1
232,2010/1/10 17:00:00,1014.5,8,1
233,2010/1/10 18:00:00,1015.6,8,1
234,2010/1/10 19:00:00,1016.4,8,1
235,2010/1/10 20:00:00,1016.4,8,1
236,2010/1/10 21:00:00,1016.7,8,1
237,2010/1/10 22:00:00,1017.4,8,1
238,2010/1/10 23:00:00,1017.1,8,1
239,2010/1/11 00:00:00,1016.4,8,1
240,2010/1/11 1:00:00,1015.9,8,1
241,2010/1/11 2:00:00,1016.1,8,1
242,2010/1/11 3:00:00,1016.0,8,1
243,2010/1/11 4:00:00,1015.8,8,1
244,2010/1/11 5:00:00,1015.6,8,1
245,2010/1/11 6:00:00,1015.7,8,1
246,2010/1/11 7:00:00,1015.8,8,1
247,2010/1/11 8:00:00,1016.6,8,1
248,2010/1/11 9:00:00,1017.0,8,1
249,2010/1/11 10:00:00,1016.6,8,1
250,2010/1/11 11:00:00,1015.6,8,1
251,2010/1/11 12:00:00,1014.1,8,1
252,2010/1/11 13:00:00,1013.0,8,1
253,2010/1/11 14:00:00,1012.6,8,1
254,2010/1/11 15:00:00,1012.8,8,1
255,2010/1/11 16:00:00,1012.5,8,1
256,2010/1/11 17:00:00,1012.6,8,1
257,2010/1/11 18:00:00,1012.3,8,1
258,2010/1/11 19:00:00,1011.9,8,1
259,2010/1/11 20:00:00,1012.2,8,1
260,2010/1/11 21:00:00,1012.2,8,1
261,2010/1/11 22:00:00,1011.6,8,1
262,2010/1/11 23:00:00,1010.9,8,1
263,2010/1/12 00:00:00,1010.3,8,1
264,2010/1/12 1:00:00,1009.6,8,1
265,2010/1/12 2:00:00,1009.3,8,1
266,2010/1/12 3:00:00,1008.6,8,1
267,2010/1/12 4:00:00,1008.0,8,1
268,2010/1/12 5:00:00,1007.2,8,1
269,2010/1/12 6:00:00,1007.7,8,1
270,2010/1/12 7:00:00,1007.4,8,1
271,2010/1/12 8:00:00,1007.0,8,1
272,2010/1/12 9:00:00,1006.7,8,1
273,2010/1/12 10:00:00,1006.2,8,1
274,2010/1/12 11:00:00,1004.8,8,1
275,2010/1/12 12:00:00,1004.2,8,1
276,2010/1/12 13:00:00,1003.5,8,1
277,2010/1/12 14:00:00,1002.5,8,1
278,2010/1/12 15:00:00,1001.9,8,1
279,2010/1/12 16:00:00,1001.2,8,1
280,2010/1/12 17:00:00,1001.0,8,1
281,2010/1/12 18:00:00,1000.9,8,1
282,2010/1/12 19:00:00,1000.7,8,1
283,2010/1/12 20:00:00,999.3,8,1
284,2010/1/12 21:00:00,997.6,8,1
285,2010/1/12 22:00:00,997.5,8,1
286,2010/1/12 23:00:00,997.5,8,1
287,2010/1/13 00:00:00,996.6,8,1
288,2010/1/13 1:00:00,995.8,8,1
289,2010/1/13 2:00:00,995.3,8,1
290,2010/1/13 3:00:00,994.8,8,1
291,2010/1/13 4:00:00,993.8,8,1
292,2010/1/13 5:00:00,993.5,8,1
293,2010/1/13 6:00:00,993.7,8,1
294,2010/1/13 7:00:00,994.4,8,1
295,2010/1/13 8:00:00,995.0,8,1
296,2010/1/13 9:00:00,996.8,8,1
297,2010/1/13 10:00:00,997.3,8,1
298,2010/1/13 11:00:00,998.1,8,1
299,2010/1/13 12:00:00,997.8,8,1
300,2010/1/13 13:00:00,997.6,8,1
301,2010/1/13 14:00:00,997.9,8,1
302,2010/1/13 15:00:00,998.6,8,1
303,2010/1/13 16:00:00,999.8,8,1
304,2010/1/13 17:00:00,1001.3,8,1
305,2010/1/13 18:00:00,1002.7,8,1
306,2010/1/13 19:00:00,1003.6,8,1
307,2010/1/13 20:00:00,1004.4,8,1
308,2010/1/13 21:00:00,1004.9,8,1
309,2010/1/13 22:00:00,1005.3,8,1
310,2010/1/13 23:00:00,1005.5,8,1
311,2010/1/14 00:00:00,1005.7,8,1
312,2010/1/14 1:00:00,1006.1,8,1
313,2010/1/14 2:00:00,1006.3,8,1
314,2010/1/14 3:00:00,1006.7,8,1
315,2010/1/14 4:00:00,1006.9,8,1
316,2010/1/14 5:00:00,1007.9,8,1
317,2010/1/14 6:00:00,1008.6,8,1
318,2010/1/14 7:00:00,1009.4,8,1
319,2010/1/14 8:00:00,1010.4,8,1
320,2010/1/14 9:00:00,1011.3,8,1
321,2010/1/14 10:00:00,1011.5,8,1
322,2010/1/14 11:00:00,1011.3,8,1
323,2010/1/14 12:00:00,1010.8,8,1
324,2010/1/14 13:00:00,1010.4,8,1
325,2010/1/14 14:00:00,1010.9,8,1
326,2010/1/14 15:00:00,1011.6,8,1
327,2010/1/14 16:00:00,1012.5,8,1
328,2010/1/14 17:00:00,1013.5,8,1
329,2010/1/14 18:00:00,1014.4,8,1
330,2010/1/14 19:00:00,1015.4,8,1
331,2010/1/14 20:00:00,1015.9,8,1
332,2010/1/14 21:00:00,1016.5,8,1
333,2010/1/14 22:00:00,1016.8,8,1
334,2010/1/14 23:00:00,1016.9,8,1
335,2010/1/15 00:00:00,1016.6,8,1
336,2010/1/15 1:00:00,1016.4,8,1
337,2010/1/15 2:00:00,1016.3,8,1
338,2010/1/15 3:00:00,1015.5,8,1
339,2010/1/15 4:00:00,1015.0,8,1
340,2010/1/15 5:00:00,1014.9,8,1
341,2010/1/15 6:00:00,1015.0,8,1
342,2010/1/15 7:00:00,1015.6,8,1
343,2010/1/15 8:00:00,1015.7,8,1
344,2010/1/15 9:00:00,1016.6,8,1
345,2010/1/15 10:00:00,1016.4,8,1
346,2010/1/15 11:00:00,1015.7,8,1
347,2010/1/15 12:00:00,1014.6,8,1
348,2010/1/15 13:00:00,1013.5,8,1
349,2010/1/15 14:00:00,1013.1,8,1
350,2010/1/15 15:00:00,1013.4,8,1
351,2010/1/15 16:00:00,1013.5,8,1
352,2010/1/15 17:00:00,1013.7,8,1
353,2010/1/15 18:00:00,1014.3,8,1
354,2010/1/15 19:00:00,1014.8,8,1
355,2010/1/15 20:00:00,1014.7,8,1
356,2010/1/15 21:00:00,1015.1,8,1
357,2010/1/15 22:00:00,1015.1,8,1
358,2010/1/15 23:00:00,1015.4,8,1
359,2010/1/16 00:00:00,1015.7,8,1
360,2010/1/16 1:00:00,1015.9,8,1
361,2010/1/16 2:00:00,1016.4,8,1
362,2010/1/16 3:00:00,1016.7,8,1
363,2010/1/16 4:00:00,1017.0,8,1
364,2010/1/16 5:00:00,1017.9,8,1
365,2010/1/16 6:00:00,1018.8,8,1
366,2010/1/16 7:00:00,1019.4,8,1
367,2010/1/16 8:00:00,1020.2,8,1
368,2010/1/16 9:00:00,1021.0,8,1
369,2010/1/16 10:00:00,1021.0,8,1
370,2010/1/16 11:00:00,1020.7,8,1
371,2010/1/16 12:00:00,1019.6,8,1
372,2010/1/16 13:00:00,1019.3,8,1
373,2010/1/16 14:00:00,1019.2,8,1
374,2010/1/16 15:00:00,1019.5,8,1
375,2010/1/16 16:00:00,1020.1,8,1
376,2010/1/16 17:00:00,1021.0,8,1
377,2010/1/16 18:00:00,1021.6,8,1
378,2010/1/16 19:00:00,1021.8,8,1
379,2010/1/16 20:00:00,1021.8,8,1
380,2010/1/16 21:00:00,1022.1,8,1
381,2010/1/16 22:00:00,1022.5,8,1
382,2010/1/16 23:00:00,1022.0,8,1
383,2010/1/17 00:00:00,1021.9,8,1
384,2010/1/17 1:00:00,1021.5,8,1
385,2010/1/17 2:00:00,1021.7,8,1
386,2010/1/17 3:00:00,1021.6,8,1
387,2010/1/17 4:00:00,1021.4,8,1
388,2010/1/17 5:00:00,1021.6,8,1
389,2010/1/17 6:00:00,1021.8,8,1
390,2010/1/17 7:00:00,1021.8,8,1
391,2010/1/17 8:00:00,1022.4,8,1
392,2010/1/17 9:00:00,1022.9,8,1
393,2010/1/17 10:00:00,1022.9,8,1
394,2010/1/17 11:00:00,1022.3,8,1
395,2010/1/17 12:00:00,1021.5,8,1
396,2010/1/17 13:00:00,1020.8,8,1
397,2010/1/17 14:00:00,1020.5,8,1
398,2010/1/17 15:00:00,1021.1,8,1
399,2010/1/17 16:00:00,1021.6,8,1
400,2010/1/17 17:00:00,1022.1,8,1
401,2010/1/17 18:00:00,1023.0,8,1
402,2010/1/17 19:00:00,1023.7,8,1
403,2010/1/17 20:00:00,1023.9,8,1
404,2010/1/17 21:00:00,1023.8,8,1
405,2010/1/17 22:00:00,1023.8,8,1
406,2010/1/17 23:00:00,1023.8,8,1
407,2010/1/18 00:00:00,1023.7,8,1
408,2010/1/18 1:00:00,1023.7,8,1
409,2010/1/18 2:00:00,1023.6,8,1
410,2010/1/18 3:00:00,1023.5,8,1
411,2010/1/18 4:00:00,1023.3,8,1
412,2010/1/18 5:00:00,1023.4,8,1
413,2010/1/18 6:00:00,1023.9,8,1
414,2010/1/18 7:00:00,1024.0,8,1
415,2010/1/18 8:00:00,1024.6,8,1
416,2010/1/18 9:00:00,1025.1,8,1
417,2010/1/18 10:00:00,1024.7,8,1
418,2010/1/18 11:00:00,1023.9,8,1
419,2010/1/18 12:00:00,1022.8,8,1
420,2010/1/18 13:00:00,1022.0,8,1
421,2010/1/18 14:00:00,1021.6,8,1
422,2010/1/18 15:00:00,1021.0,8,1
423,2010/1/18 16:00:00,1020.8,8,1
424,2010/1/18 17:00:00,1020.7,8,1
425,2010/1/18 18:00:00,1021.0,8,1
426,2010/1/18 19:00:00,1021.1,8,1
427,2010/1/18 20:00:00,1021.4,8,1
428,2010/1/18 21:00:00,1020.6,8,1
429,2010/1/18 22:00:00,1020.9,8,1
430,2010/1/18 23:00:00,1022.0,8,1
431,2010/1/19 00:00:00,1021.6,8,1
432,2010/1/19 1:00:00,1021.7,8,1
433,2010/1/19 2:00:00,1021.9,8,1
434,2010/1/19 3:00:00,1021.9,8,1
435,2010/1/19 4:00:00,1022.2,8,1
436,2010/1/19 5:00:00,1022.5,8,1
437,2010/1/19 6:00:00,1023.2,8,1
438,2010/1/19 7:00:00,1023.9,8,1
439,2010/1/19 8:00:00,1024.3,8,1
440,2010/1/19 9:00:00,1025.1,8,1
441,2010/1/19 10:00:00,1025.4,8,1
442,2010/1/19 11:00:00,1024.8,8,1
443,2010/1/19 12:00:00,1024.3,8,1
444,2010/1/19 13:00:00,1023.6,8,1
445,2010/1/19 14:00:00,1023.7,8,1
446,2010/1/19 15:00:00,1024.2,8,1
447,2010/1/19 16:00:00,1024.5,8,1
448,2010/1/19 17:00:00,1025.2,8,1
449,2010/1/19 18:00:00,1025.3,8,1
450,2010/1/19 19:00:00,1025.7,8,1
451,2010/1/19 20:00:00,1025.7,8,1
452,2010/1/19 21:00:00,1025.7,8,1
453,2010/1/19 22:00:00,1025.7,8,1
454,2010/1/19 23:00:00,1025.4,8,1
455,2010/1/20 00:00:00,1024.8,8,1
456,2010/1/20 1:00:00,1024.4,8,1
457,2010/1/20 2:00:00,1023.7,8,1
458,2010/1/20 3:00:00,1022.3,8,1
459,2010/1/20 4:00:00,1022.5,8,1
460,2010/1/20 5:00:00,1021.8,8,1
461,2010/1/20 6:00:00,1022.1,8,1
462,2010/1/20 7:00:00,1021.0,8,1
463,2010/1/20 8:00:00,1021.0,8,1
464,2010/1/20 9:00:00,1020.1,8,1
465,2010/1/20 10:00:00,1018.8,8,1
466,2010/1/20 11:00:00,1018.1,8,1
467,2010/1/20 12:00:00,1015.9,8,1
468,2010/1/20 13:00:00,1014.2,8,1
469,2010/1/20 14:00:00,1013.3,8,1
470,2010/1/20 15:00:00,1012.9,8,1
471,2010/1/20 16:00:00,1012.4,8,1
472,2010/1/20 17:00:00,1011.6,8,1
473,2010/1/20 18:00:00,1011.1,8,1
474,2010/1/20 19:00:00,1010.3,8,1
475,2010/1/20 20:00:00,1010.7,8,1
476,2010/1/20 21:00:00,1009.9,8,1
477,2010/1/20 22:00:00,1008.8,8,1
478,2010/1/20 23:00:00,1007.1,8,1
479,2010/1/21 00:00:00,1005.5,8,1
480,2010/1/21 1:00:00,1004.1,8,1
481,2010/1/21 2:00:00,1003.0,8,1
482,2010/1/21 3:00:00,1002.3,8,1
483,2010/1/21 4:00:00,1001.1,8,1
484,2010/1/21 5:00:00,999.6,8,1
485,2010/1/21 6:00:00,999.1,8,1
486,2010/1/21 7:00:00,999.2,8,1
487,2010/1/21 8:00:00,997.9,8,1
488,2010/1/21 9:00:00,998.1,8,1
489,2010/1/21 10:00:00,996.6,8,1
490,2010/1/21 11:00:00,995.4,8,1
491,2010/1/21 12:00:00,994.7,8,1
492,2010/1/21 13:00:00,994.2,8,1
493,2010/1/21 14:00:00,994.4,8,1
494,2010/1/21 15:00:00,995.2,8,1
495,2010/1/21 16:00:00,997.7,8,1
496,2010/1/21 17:00:00,1000.3,8,1
497,2010/1/21 18:00:00,1001.9,8,1
498,2010/1/21 19:00:00,1002.1,8,1
499,2010/1/21 20:00:00,1002.9,8,1
500,2010/1/21 21:00:00,1004.0,8,1
501,2010/1/21 22:00:00,1005.1,8,1
502,2010/1/21 23:00:00,1005.6,8,1
503,2010/1/22 00:00:00,1006.5,8,1
504,2010/1/22 1:00:00,1007.1,8,1
505,2010/1/22 2:00:00,1007.7,8,1
506,2010/1/22 3:00:00,1008.2,8,1
507,2010/1/22 4:00:00,1008.8,8,1
508,2010/1/22 5:00:00,1010.1,8,1
509,2010/1/22 6:00:00,1011.1,8,1
510,2010/1/22 7:00:00,1011.6,8,1
511,2010/1/22 8:00:00,1012.0,8,1
512,2010/1/22 9:00:00,1012.3,8,1
513,2010/1/22 10:00:00,1012.1,8,1
514,2010/1/22 11:00:00,1011.4,8,1
515,2010/1/22 12:00:00,1010.4,8,1
516,2010/1/22 13:00:00,1009.6,8,1
517,2010/1/22 14:00:00,1009.2,8,1
518,2010/1/22 15:00:00,1009.4,8,1
519,2010/1/22 16:00:00,1008.8,8,1
520,2010/1/22 17:00:00,1009.5,8,1
521,2010/1/22 18:00:00,1009.9,8,1
522,2010/1/22 19:00:00,1009.5,8,1
523,2010/1/22 20:00:00,1009.0,8,1
524,2010/1/22 21:00:00,1008.9,8,1
525,2010/1/22 22:00:00,1008.3,8,1
526,2010/1/22 23:00:00,1008.1,8,1
527,2010/1/23 00:00:00,1007.4,8,1
528,2010/1/23 1:00:00,1007.5,8,1
529,2010/1/23 2:00:00,1008.0,8,1
530,2010/1/23 3:00:00,1008.3,8,1
531,2010/1/23 4:00:00,1008.5,8,1
532,2010/1/23 5:00:00,1009.0,8,1
533,2010/1/23 6:00:00,1009.4,8,1
534,2010/1/23 7:00:00,1010.2,8,1
535,2010/1/23 8:00:00,1010.5,8,1
536,2010/1/23 9:00:00,1010.7,8,1
537,2010/1/23 10:00:00,1010.6,8,1
538,2010/1/23 11:00:00,1009.7,8,1
539,2010/1/23 12:00:00,1008.6,8,1
540,2010/1/23 13:00:00,1007.7,8,1
541,2010/1/23 14:00:00,1007.1,8,1
542,2010/1/23 15:00:00,1007.0,8,1
543,2010/1/23 16:00:00,1007.4,8,1
544,2010/1/23 17:00:00,1007.9,8,1
545,2010/1/23 18:00:00,1008.7,8,1
546,2010/1/23 19:00:00,1009.0,8,1
547,2010/1/23 20:00:00,1009.5,8,1
548,2010/1/23 21:00:00,1010.4,8,1
549,2010/1/23 22:00:00,1010.8,8,1
550,2010/1/23 23:00:00,1011.1,8,1
551,2010/1/24 00:00:00,1011.5,8,1
552,2010/1/24 1:00:00,1012.0,8,1
553,2010/1/24 2:00:00,1012.4,8,1
554,2010/1/24 3:00:00,1012.9,8,1
555,2010/1/24 4:00:00,1013.1,8,1
556,2010/1/24 5:00:00,1013.8,8,1
557,2010/1/24 6:00:00,1015.1,8,1
558,2010/1/24 7:00:00,1015.7,8,1
559,2010/1/24 8:00:00,1016.6,8,1
560,2010/1/24 9:00:00,1016.9,8,1
561,2010/1/24 10:00:00,1017.0,8,1
562,2010/1/24 11:00:00,1016.3,8,1
563,2010/1/24 12:00:00,1015.2,8,1
564,2010/1/24 13:00:00,1014.2,8,1
565,2010/1/24 14:00:00,1013.8,8,1
566,2010/1/24 15:00:00,1013.8,8,1
567,2010/1/24 16:00:00,1014.1,8,1
568,2010/1/24 17:00:00,1014.1,8,1
569,2010/1/24 18:00:00,1014.6,8,1
570,2010/1/24 19:00:00,1015.1,8,1
571,2010/1/24 20:00:00,1015.1,8,1
572,2010/1/24 21:00:00,1014.9,8,1
573,2010/1/24 22:00:00,1014.8,8,1
574,2010/1/24 23:00:00,1014.1,8,1
575,2010/1/25 00:00:00,1013.7,8,1
576,2010/1/25 1:00:00,1013.6,8,1
577,2010/1/25 2:00:00,1013.5,8,1
578,2010/1/25 3:00:00,1013.0,8,1
579,2010/1/25 4:00:00,1012.4,8,1
580,2010/1/25 5:00:00,1012.3,8,1
581,2010/1/25 6:00:00,1012.7,8,1
582,2010/1/25 7:00:00,1012.5,8,1
